characterId,codename,rigFamily,category,kind,clipName,path,sourcePath,isWalk,loopTime,loopMetadataMatches,metadataConflict,stopTime,sampleRate,assetSize,bundleIndex,bundleName
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_single_bamboowalk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_bamboowalk.fbx##a_actor_endminm_dialog_single_bamboowalk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_bamboowalk.fbx,True,False,1,False,10.000001,60.0,552490,193457,main/cfff5ed8734b7aea3cacc013.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_single_walksit_derived_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_walksit_derived_talk.fbx##a_actor_endminm_dialog_single_walksit_derived_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_walksit_derived_talk.fbx,True,False,1,False,5.166667,60.0,172138,176417,main/bdb17b793455e9268cecfd4c.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_state_walk_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx##a_actor_endminm_dialog_state_walk_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx,True,False,1,False,3.8000002,60.0,209000,110304,main/761c0207c86c8f5ea6207c05.ab
chr_0002_endminm,endminm,Boy,dialog,walk_loop_named,a_actor_endminm_dialog_state_walk_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx##a_actor_endminm_dialog_state_walk_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx,True,True,1,False,2.0833335,60.0,149644,110304,main/761c0207c86c8f5ea6207c05.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_state_walk_start,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx##a_actor_endminm_dialog_state_walk_start,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk.fbx,True,False,1,False,1.6000001,60.0,128222,110304,main/761c0207c86c8f5ea6207c05.ab
chr_0002_endminm,endminm,Boy,dialog,walk_loop_named,a_actor_endminm_dialog_state_walk_longpaopao_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk_longpaopao.fbx##a_actor_endminm_dialog_state_walk_longpaopao_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walk_longpaopao.fbx,True,True,1,False,1.0666667,60.0,107942,37383,main/2761d1b327327d17deea86a5.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_state_walksit_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx##a_actor_endminm_dialog_state_walksit_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx,True,False,1,False,5.1666665,60.0,318046,76680,main/51e2a4cf51c824205456827f.ab
chr_0002_endminm,endminm,Boy,dialog,walk_loop_named,a_actor_endminm_dialog_state_walksit_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx##a_actor_endminm_dialog_state_walksit_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx,True,True,1,False,6.5,60.0,186094,76680,main/51e2a4cf51c824205456827f.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_state_walksit_start,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx##a_actor_endminm_dialog_state_walksit_start,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit.fbx,True,False,1,False,17.666668,60.0,899772,76680,main/51e2a4cf51c824205456827f.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_state_walksit_derived_getdocument_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit_derived_getdocument.fbx##a_actor_endminm_dialog_state_walksit_derived_getdocument_end,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_state_walksit_derived_getdocument.fbx,True,False,1,False,3.666668,60.0,153728,232389,main/fa1f140b0c9ffaa2db79da60.ab
