characterId,codename,rigFamily,category,kind,clipName,path,sourcePath,isWalk,loopTime,loopMetadataMatches,metadataConflict,stopTime,sampleRate,assetSize,bundleIndex,bundleName
chr_0002_endminm,endminm,Boy,3c,other,a_actor_endminm_relax_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/3c/a_actor_endminm_relax_loop.fbx##a_actor_endminm_relax_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/3c/a_actor_endminm_relax_loop.fbx,False,,0,False,,,147178,25339,main/1a538e7337bc7db613bc6323.ab
chr_0002_endminm,endminm,Boy,3c,other,a_actor_endminm_relax_sp_01,assets/beyond/arts/entity/actor/boy/endminm/animations/3c/a_actor_endminm_relax_sp_01.fbx##a_actor_endminm_relax_sp_01,assets/beyond/arts/entity/actor/boy/endminm/animations/3c/a_actor_endminm_relax_sp_01.fbx,False,,0,False,,,601786,2338,main/016d4a9677739736c3b84772.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_air_atk_end,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_end.fbx##a_actor_endminm_battle_air_atk_end,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_end.fbx,False,,0,False,,,282002,131182,main/8ca5aaef97904249ac288d3f.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_air_atk_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_loop.fbx##a_actor_endminm_battle_air_atk_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_loop.fbx,False,,0,False,,,79762,152395,main/a3c70c3098ead2b257e9a35d.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_air_atk_start,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_start.fbx##a_actor_endminm_battle_air_atk_start,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_air_atk_start.fbx,False,,0,False,,,113844,110952,main/76cdceaa4695f5fb68d3f7ae.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_attack_01,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_01.fbx##a_actor_endminm_battle_attack_01,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_01.fbx,False,,0,False,,,276896,26927,main/1c092f72305a0be34bfcffdb.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_attack_02,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_02.fbx##a_actor_endminm_battle_attack_02,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_02.fbx,False,,0,False,,,362796,152510,main/a3e45c6748c79f74448c4181.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_attack_03,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_03.fbx##a_actor_endminm_battle_attack_03,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_03.fbx,False,,0,False,,,290412,57210,main/3cbff6ed1506528aca8f2386.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_attack_04,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_04.fbx##a_actor_endminm_battle_attack_04,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_04.fbx,False,,0,False,,,349714,182006,main/c3b04d01b11d48303b77d72a.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_attack_05,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_05.fbx##a_actor_endminm_battle_attack_05,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_attack_05.fbx,False,,0,False,,,329938,218502,main/eb146abf5f5942ac645bfafa.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_combo_skill,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_combo_skill.fbx##a_actor_endminm_battle_combo_skill,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_combo_skill.fbx,False,,0,False,,,291204,132559,main/8e2fabebaade40e4bc0e0af3.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_dash_attack,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_dash_attack.fbx##a_actor_endminm_battle_dash_attack,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_dash_attack.fbx,False,,0,False,,,319144,32738,main/225a447247cac63736ebaa9d.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_dead,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_dead.fbx##a_actor_endminm_battle_dead,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_dead.fbx,False,,0,False,,,232144,136659,main/92aafda4fc923fb19578355a.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_loop.fbx##a_actor_endminm_battle_loop,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_loop.fbx,False,,0,False,,,130226,145088,main/9be1618af2c4947be39abf34.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_normal_skill,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_normal_skill.fbx##a_actor_endminm_battle_normal_skill,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_normal_skill.fbx,False,,0,False,,,325998,65947,main/463310cc82376e70d8a0bb78.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_power_attack,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_power_attack.fbx##a_actor_endminm_battle_power_attack,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_power_attack.fbx,False,,0,False,,,352488,215209,main/e770af21d57412435be9fa2c.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_skill_ult,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_skill_ult.fbx##a_actor_endminm_battle_skill_ult,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_skill_ult.fbx,False,,0,False,,,459090,15023,main/0f3c03ec1eaef24e92418fc6.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_skill_ult_cam,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_skill_ult_cam.fbx##a_actor_endminm_battle_skill_ult_cam,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_skill_ult_cam.fbx,False,,0,False,,,10532,236717,main/fedea30d03f2116f41b729f8.ab
chr_0002_endminm,endminm,Boy,battle,other,a_actor_endminm_battle_to_idle,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_to_idle.fbx##a_actor_endminm_battle_to_idle,assets/beyond/arts/entity/actor/boy/endminm/animations/battle/a_actor_endminm_battle_to_idle.fbx,False,,0,False,,,216364,75687,main/50ccaf351e2913057bfa5ccb.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_akimboleft_hand,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_akimboleft_hand.fbx##a_actor_endminm_dialog_single_akimboleft_hand,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_akimboleft_hand.fbx,False,,0,False,,,139142,206868,main/de8d9b72a7bbe0a3984fb6a5.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_akimboright_hand,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_akimboright_hand.fbx##a_actor_endminm_dialog_single_akimboright_hand,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_akimboright_hand.fbx,False,,0,False,,,135858,216991,main/e973b4b1143295523a4b4f23.ab
chr_0002_endminm,endminm,Boy,dialog,walk_other,a_actor_endminm_dialog_single_bamboowalk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_bamboowalk.fbx##a_actor_endminm_dialog_single_bamboowalk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_bamboowalk.fbx,True,False,1,False,10.000001,60.0,552490,193457,main/cfff5ed8734b7aea3cacc013.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_chesthugging1_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_chesthugging1_talk.fbx##a_actor_endminm_dialog_single_chesthugging1_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_chesthugging1_talk.fbx,False,,0,False,,,156012,147883,main/9ee3bd99e760df0a86f44c49.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_chesthugging3_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_chesthugging3_talk.fbx##a_actor_endminm_dialog_single_chesthugging3_talk,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_chesthugging3_talk.fbx,False,,0,False,,,166532,97127,main/680d259a1ce231516acf16a8.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_dodgearrows,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_dodgearrows.fbx##a_actor_endminm_dialog_single_dodgearrows,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_dodgearrows.fbx,False,,0,False,,,163174,13513,main/0d96e8dae3af2240e2fbbb3d.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_dust,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_dust.fbx##a_actor_endminm_dialog_single_dust,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_dust.fbx,False,,0,False,,,230588,202313,main/d99814353fbb6e720c86e56d.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_land,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_land.fbx##a_actor_endminm_dialog_single_land,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_land.fbx,False,,0,False,,,331698,192520,main/cf04633ecb99074548d5595b.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_movethings,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_movethings.fbx##a_actor_endminm_dialog_single_movethings,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_movethings.fbx,False,,0,False,,,1089692,126199,main/874cdb77e6c32048983b3a48.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_point2,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_point2.fbx##a_actor_endminm_dialog_single_point2,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_point2.fbx,False,,0,False,,,116680,102110,main/6d6d505776267823f9eb50fb.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_retreat,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_retreat.fbx##a_actor_endminm_dialog_single_retreat,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_retreat.fbx,False,,0,False,,,240578,39222,main/2960b4648af2432578470d58.ab
chr_0002_endminm,endminm,Boy,dialog,other,a_actor_endminm_dialog_single_run_end_hold,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_run_end_hold.fbx##a_actor_endminm_dialog_single_run_end_hold,assets/beyond/arts/entity/actor/boy/endminm/animations/dialog/a_actor_endminm_dialog_single_run_end_hold.fbx,False,,0,False,,,649450,204966,main/dc6d2a149090a5263c078851.ab
